Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Mean Earnings,Median Earnings
Regent University,3,4,Private,Southeast,Large City,0.8514,22,1067,26825,8194,7404,18500,32.15999985,44878.71,35970,42800,39500
Christopher Newport University,3,4,Public,Southeast,Mid-size City,0.5902,26,1161,24696,8747,7705,19736.5,19.70999908,100542.29,95158,41900,39800
Jefferson College of Health Sciences,3,4,Private,Southeast,Small City,0.4106,22,963,31688,10877,6610,21000,26.86000061,55184.88,46314,54900,50900
Emory & Henry College,3,4,Private,Southeast,Fringe Rural,0.6572,22,1004,40866,10417,6133,19000,20.07999992,75578.64,64582,36300,32900
Eastern Mennonite University,3,4,Private,Southeast,Small City,0.6505,22,999,38009,11464,5903,14926,22.87000084,77305.35,66842,38500,34900
Ferrum College,3,3,Private,Southeast,Distant Rural,0.7411,17,868,38620,6349,5887,11250,20.61000061,63285.28,52888,33800,32400
George Mason University,3,4,Public,Southeast,Large Suburb,0.6203,26,1155,22332,12122,10524,17250,22.03000069,72029.93,53311,55500,53100
Hampden-Sydney College,3,3,Private,Southeast,Distant Rural,0.5486,25,1113,49139,12547,7887,19500,19.47999954,123258.46,105824,46200,42500
Hampton University,3,4,Private,Southeast,Mid-size City,0.3605,21,990,32358,8966,7455,22870,21,69758.11,55050,42100,38000
Hollins University,3,4,Private,Southeast,Mid-size Suburb,0.693,24,1099,46049,14451,6552,23869.5,21.45000076,75846.01,63661.5,30900,28600
James Madison University,3,4,Public,Southeast,Small City,0.6356,25,1149,21980,8099,8016,18500,19.67000008,108473.44,99908,52300,48800
Liberty University,3,4,Private,Southeast,Small City,0.2165,23,1030,31344,2167,4102,12612,25.45000076,62521.01,51134,34500,31400
Longwood University,3,4,Public,Southeast,Remote Town,0.8136,21,1002,23707,7857,7013,19000,19.82999992,85619.87,82459,39400,37500
Lynchburg College,3,4,Private,Southeast,Small City,0.6369,22,1002,41818,10202,7038,21500,20.37999916,90083.99,77604,40600,37000
Mary Baldwin College,3,4,Private,Southeast,Small City,0.8835,22,959,39432,8325,6471,18750,25.46999931,62677.27,51999,36500,35700
University of Mary Washington,3,4,Public,Southeast,Mid-size Suburb,0.8096,24,1110,21862,6875,7702,16672,21.07999992,100623.97,94155.5,48000,44700
Marymount University,3,4,Private,Southeast,Mid-size City,0.8252,22,1030,36832,8319,8270,20500,22.56999969,75571.78,57612,51200,48200
Norfolk State University,3,4,Public,Southeast,Mid-size City,0.6499,18,879,18837,7209,7608,21500,21.81999969,46384.91,36184,33800,30300
Old Dominion University,3,4,Public,Southeast,Mid-size City,0.7679,21,1016,20531,8097,8729,18000,23.12000084,60966.47,48850,42800,39200
Radford University,3,4,Public,Southeast,Small City,0.7831,20,980,19987,7821,7705,15000,20.37000084,82072.86,73931,41700,38900
Randolph-Macon College,3,3,Private,Southeast,Large Suburb,0.637,24,1082,45842,9585,7406,19557,19.5,100119.41,92252.5,44000,39900
Randolph College,3,4,Private,Southeast,Small City,0.8343,25,1094,44330,15081,7193,22125,21.06999969,78068.79,65811,35500,33400
Richard Bland College of the College of William and Mary,2,2,Public,Southeast,Fringe Rural,0.5572,15,837,13460,4709,6156,5700,22.68000031,36143.81,28936.5,33800,29000
University of Richmond,3,4,Private,Southeast,Mid-size City,0.3116,30,1313,55980,18204,10983,18370,22.28000069,109334.2,90735.5,61800,51500
Roanoke College,3,3,Private,Southeast,Mid-size Suburb,0.7281,24,1086,48559,10452,7327,24000,19.60000038,101613.37,89451,42900,38700
Shenandoah University,3,4,Private,Southeast,Small City,0.8456,23,1016,41369,8657,7367,20000,22.25,80643.74,71304,43200,38100
Southern Virginia University,3,3,Private,Southeast,Distant Town,0.9987,22,1015,30068,5646,5949,9500,20.55999947,72100.75,60871.5,32900,28300
Sweet Briar College,3,4,Private,Southeast,Mid-size Suburb,0.8431,24,1084,46966,22225,6894,19000,19.37000084,105115.6,89985,38900,36500
The University of Virginia's College at Wise,3,3,Public,Southeast,Distant Town,0.7449,20,949,18365,7137,6928,12611,21.27000046,56884.88,48359.5,37500,35200
Virginia Commonwealth University,3,4,Public,Southeast,Mid-size City,0.6913,24,1102,25291,12826,8242,19125,21.42000008,69541.5,55696,42700,38600
University of Virginia-Main Campus,3,4,Public,Southeast,Small City,0.2999,31,1362,25255,16577,12428,17746,20.37999916,100872.78,84687,66300,53600
Virginia Military Institute,3,3,Public,Southeast,Distant Town,0.4732,25,1141,24643,12475,7426,19710,19.46999931,95765.01,89939.5,52200,53300
Virginia State University,3,4,Public,Southeast,Large Suburb,0.9459,17,811,20075,8275,7414,17000,20.17000008,49397.69,39006,33000,29600
Virginia Union University,3,4,Private,Southeast,Mid-size City,0.5848,15,750,26885,5953,5524,14250,19.95000076,49664.21,39816.5,28100,27200
Virginia Wesleyan College,3,3,Private,Southeast,Large City,0.9311,21,1021,41010,9280,7466,12500,21.52000046,81448.63,71035,37400,35900
Washington and Lee University,3,4,Private,Southeast,Distant Town,0.1843,32,1392,56616,28860,12144,18543,20.30999947,132813.41,112856,76200,61800
Central Washington University,3,4,Public,Far West,Distant Town,0.8216,21,986,21401,7903,7306,15916,22.47999954,64896.89,55180,42600,40300
Eastern Washington University,3,4,Public,Far West,Fringe Town,0.7967,21,970,19831,6495,7287,15265,22.86000061,55129.84,43755.5,40000,37700
The Evergreen State College,3,4,Public,Far West,Mid-size Suburb,0.9709,24,1081,21433,8580,7679,14830,26.31999969,46014.99,26490,31700,28900
Gonzaga University,3,4,Private,Far West,Mid-size City,0.6651,27,1204,46475,9687,8626,26035,20.57999992,102446.28,87057,52500,47900
Northwest University,3,4,Private,Far West,Large Suburb,0.972,24,1079,34608,6881,6395,14000,23.19000053,66831.58,56863,38500,35700
Pacific Lutheran University,3,4,Private,Far West,Large Suburb,0.7676,25,1112,45299,11672,7369,22695,21.53000069,76518.77,67839.5,45400,42600
University of Puget Sound,3,4,Private,Far West,Mid-size City,0.8522,28,1233,53785,17749,9228,20789,20.19000053,100805.53,84173.5,46700,41400
Saint Martin's University,3,4,Private,Far West,Mid-size Suburb,0.876,22,1057,40458,7281,6350,19843,24.38999939,55215.19,43484,42900,40200
Seattle Pacific University,3,4,Private,Far West,Large City,0.7214,26,1145,45125,10210,8258,20981.5,20.17000008,93870.01,81735,42400,40500
Seattle University,3,4,Private,Far West,Large City,0.7323,27,1175,50610,15139,9051,24000,21.61000061,78227.76,59408,52900,49500
Walla Walla University,3,4,Private,Far West,Small Suburb,0.9286,24,1072,34747,10596,4638,22000,22.28000069,72764.77,55205,43500,40900
Washington State University,3,4,Public,Far West,Distant Town,0.8208,22,1030,26292,9130,8547,15736,22.65999985,70810.85,58238.5,48200,43700
University of Washington-Seattle Campus,3,4,Public,Far West,Large City,0.5523,28,1234,24606,23645,10461,14793.5,22.63999939,55950.49,38703,56400,48300
Western Washington University,3,4,Public,Far West,Small City,0.8371,25,1114,22009,8298,8028,15500,21.62999916,70343.27,60238,41500,39000
Whitman College,3,3,Private,Far West,Small City,0.5696,30,1327,54865,18262,8715,14600,19.62000084,106429.17,93725,42500,37900
Alderson Broaddus University,3,4,Private,Southeast,Distant Town,0.4321,22,989,33057,7403,4924,9500,21.69000053,55945.87,48013,45100,43500
Appalachian Bible College,3,4,Private,Southeast,Fringe Rural,0.9091,23,1026,22543,3806,2978,6000,21.52000046,44144.15,38314,25900,23600
Bethany College,3,4,Private,Southeast,Fringe Rural,0.4948,21,936,38226,7845,5693,18250,19.84000015,70454.97,64954.5,37600,35700
Bluefield State College,3,3,Public,Southeast,Remote Town,0.4267,19,905,14940,5800,6170,13000,25.86000061,29473.67,21135,30500,25700
University of Charleston,3,4,Private,Southeast,Small City,0.6905,22,991,32147,6862,6012,10250,21.59000015,64873.01,56456,40800,37600
Concord University,3,4,Public,Southeast,Remote Town,0.457,21,980,17146,5358,6123,11028,21.37999916,47421.17,37164,31200,27800
Davis & Elkins College,3,3,Private,Southeast,Remote Town,0.5734,20,945,32812,7794,5456,14250,23.48999977,53289.57,38296,35300,32500
Fairmont State University,3,4,Public,Southeast,Distant Town,0.6649,21,965,14710,6107,6656,14210,23.06999969,45075.59,36183,33400,29400
Glenville State College,3,3,Public,Southeast,Remote Town,0.7446,19,879,19910,6082,6069,13282.5,21.13999939,42335.34,32757,33400,28900
Marshall University,3,4,Public,Southeast,Small City,0.7868,22,1022,16361,8185,6867,14726.5,22.29000092,51886.47,41261,35200,31100
Ohio Valley University,3,4,Private,Southeast,Small City,0.3639,21,971,27759,6762,4740,12000,24.23999977,66867.95,56558,34600,32300
Shepherd University,3,4,Public,Southeast,Fringe Town,0.8102,22,1007,14846,5784,6561,14000,22.25,67931.47,59289.5,37900,36200
West Virginia State University,3,4,Public,Southeast,Mid-size Suburb,0.4478,20,942,13756,6569,6067,12916,24.45999908,36024.82,25404.5,29700,27000
West Liberty University,3,4,Public,Southeast,Fringe Rural,0.7122,21,984,18406,4959,6482,15000,21.39999962,54696.02,48827.5,33600,30800
West Virginia University Institute of Technology,3,3,Public,Southeast,Fringe Rural,0.5131,21,990,14465,7477,6566,14625,22.87000084,44064.53,34515,43600,38700
West Virginia Wesleyan College,3,4,Private,Southeast,Remote Town,0.7696,23,1021,38796,6662,5516,15300,19.76000023,78037.22,70830,40100,35100
West Virginia University,3,4,Public,Southeast,Small City,0.851,24,1062,16898,11544,9237,14625,20.42000008,78406.72,69116,43600,38700
Wheeling Jesuit University,3,4,Private,Southeast,Small City,0.6892,22,1023,34213,6856,5731,16625,22.59000015,71873.4,66698,42800,40000
Alverno College,3,4,Private,Great Lakes,Large City,0.7887,20,950,30496,7404,5550,25500,24.29000092,52454.06,38705,36700,34500
Beloit College,3,3,Private,Great Lakes,Small City,0.6769,27,1227,48236,13624,7161,23231.5,19.71999931,99694.61,90105,38800,33300
Cardinal Stritch University,3,4,Private,Great Lakes,Large Suburb,0.8423,22,1027,37563,5250,6163,24583,30.53000069,58949.97,48144.5,50200,45400
Carroll University,3,4,Private,Great Lakes,Small City,0.8114,24,1090,37963,5523,6653,19500,20.93000031,80731.12,76166.5,40700,38300
Carthage College,3,4,Private,Great Lakes,Mid-size Suburb,0.7018,24,1105,44910,9002,7638,20750,21.07999992,95747.7,89579,43400,40700
Concordia University-Wisconsin,3,4,Private,Great Lakes,Large Suburb,0.6992,23,1049,36660,7156,8016,14250,26.80999947,64997.18,56964,42000,38700
Edgewood College,3,4,Private,Great Lakes,Mid-size City,0.7656,23,1050,35645,7703,5576,20568,22.5,74441.92,63152,43200,40300
Lakeland College,3,4,Private,Great Lakes,Fringe Rural,0.6621,22,1007,32706,4730,6425,19023.5,26.37999916,56436.15,45209,39700,37900
Maranatha Baptist University,3,4,Private,Great Lakes,Fringe Town,0.7146,23,1061,23879,4389,3814,12000,19.73999977,59638.66,51539,31200,27500
Marian University,3,4,Private,Great Lakes,Small City,0.7561,20,950,33656,6075,6545,21500,24.51000023,65324.46,61347,40100,37500
Marquette University,3,4,Private,Great Lakes,Large City,0.5745,27,1217,46649,9995,9665,24760,20.17000008,105199.44,93069,57800,52300
Milwaukee School of Engineering,3,4,Private,Great Lakes,Large City,0.6839,28,1244,43747,10975,8286,25893,20.89999962,82875.91,77754,59100,61000
Mount Mary University,3,4,Private,Great Lakes,Large City,0.5397,20,957,33166,7405,5671,25000,24.45999908,55925.32,39454,39300,37900
Northland College,3,3,Private,Great Lakes,Remote Town,0.5907,24,1105,39123,8863,5767,16000,21.02000046,68490.23,61926,30300,29300
Ripon College,3,3,Private,Great Lakes,Distant Town,0.7515,25,1130,40966,11599,6468,27000,19.75,83859.76,76416.5,42000,39900
Saint Norbert College,3,4,Private,Great Lakes,Mid-size Suburb,0.8194,25,1125,40204,7853,6730,23496,19.73999977,104626.75,91780.5,42900,39500
Silver Lake College of the Holy Family,3,4,Private,Great Lakes,Distant Town,0.6,20,950,33274,9832,4368,16825,28.51000023,45630.99,37072,37300,36300
University of Wisconsin Colleges,2,2,Public,Great Lakes,Mid-size City,0.9899,21,970,13105,4452,5513,6349.5,22.03000069,59193.28,54018,33100,30800
Viterbo University,3,4,Private,Great Lakes,Small City,0.706,24,1090,32956,6562,6099,21500,24.44000053,64999.51,57043.5,40600,37300
University of Wisconsin-Whitewater,3,4,Public,Great Lakes,Distant Town,0.8468,22,1030,16107,5681,7073,18681,20.79000092,76990.02,73639,39800,38200
University of Wisconsin-Eau Claire,3,4,Public,Great Lakes,Small City,0.7646,24,1110,18066,6718,6886,17823.5,20.40999985,82400.9,78332,42000,39900
University of Wisconsin-Green Bay,3,4,Public,Great Lakes,Mid-size City,0.8476,23,1070,16878,5901,6407,14549,21.65999985,70428.84,67408,37900,36100
University of Wisconsin-La Crosse,3,4,Public,Great Lakes,Small City,0.72,25,1130,17896,6370,6650,18428.5,20.13999939,84818.34,81510.5,43700,40400
Wisconsin Lutheran College,3,4,Private,Great Lakes,Large City,0.6356,24,1097,34192,9405,6106,16172,19.95000076,83771.68,75194,36200,35000
University of Wisconsin-Oshkosh,3,4,Public,Great Lakes,Small City,0.8134,22,1030,16935,7138,6793,16852,21.45999908,72876.79,69462,39200,37500
University of Wisconsin-Parkside,3,4,Public,Great Lakes,Mid-size Suburb,0.7547,21,990,15218,6228,6277,14054,22.03000069,61183.33,51714.5,36900,33600
University of Wisconsin-Stout,3,4,Public,Great Lakes,Distant Town,0.8927,22,1030,18192,7292,6504,18015,20.88999939,80177.03,74284.5,41600,39800
University of Wisconsin-Superior,3,4,Public,Great Lakes,Mid-size Suburb,0.8927,22,1010,16953,8392,6307,14616.5,23.13999939,54689.72,45359,32000,30900
University of Wisconsin-Madison,3,4,Public,Great Lakes,Mid-size City,0.6792,28,1268,23718,14278,10758,21000,20.25,95485.12,87726,57000,48200
University of Wisconsin-Milwaukee,3,4,Public,Great Lakes,Large City,0.8608,22,1030,21203,8301,8037,17459,21.37999916,73393.86,66757,40900,38100
University of Wisconsin-Platteville,3,4,Public,Great Lakes,Distant Town,0.9647,23,1050,16824,5363,6252,15750,20.78000069,72370.8,69457,43400,40600
University of Wisconsin-River Falls,3,4,Public,Great Lakes,Distant Town,0.8663,22,1030,16682,6329,7066,18225,20.54999924,77835.08,75121,38400,36000
University of Wisconsin-Stevens Point,3,4,Public,Great Lakes,Distant Town,0.8285,23,1070,16427,6380,6317,18700,20.87000084,73219.65,69497,37400,35800
University of Wyoming,3,4,Public,Rocky Mountains,Remote Town,0.9569,25,1123,17652,13902,8810,12511.5,22.51000023,62802.32,51123,46200,42000
University of the Virgin Islands,3,4,Public,Outlying Areas,Remote Town,0.9782,17,807,16261,9197,7213,7307.5,22.18000031,31815.36,25917,32500,30300
Stanford University,3,4,Private,Far West,Large Suburb,0.0569,33,1466,58408,88200,19862,11500,21.61000061,83177.59,53935.5,109200,76500
Purdue University-Main Campus,3,4,Public,Great Lakes,Mid-size Suburb,0.6042,27,1211,23109,15477,11005,20500,20.36000061,87549.24,77728,53800,47500
California State University-San Marcos,3,4,Public,Far West,Large Suburb,0.6251,21,966,20386,8553,8357,14000,23.78000069,49340.92,31166,43600,40500
University of Washington-Bothell Campus,3,4,Public,Far West,Large Suburb,0.7568,21,1014,22800,5628,9302,14793.5,22.63999939,55950.49,38703,56400,48300
University of Washington-Tacoma Campus,3,4,Public,Far West,Mid-size City,0.8523,20,963,22185,5763,8510,14793.5,22.63999939,55950.49,38703,56400,48300
Watkins College of Art Design & Film,3,3,Private,Southeast,Large City,0.3498,21,971,33979,9605,5191,16000,23.79000092,64882.84,44199.5,31400,29900
California State University-Monterey Bay,3,4,Public,Far West,Mid-size Suburb,0.444,21,976,18479,8677,7478,13750,24.19000053,56504.19,38387,39300,37100
Florida Gulf Coast University,3,4,Public,Southeast,Large Suburb,0.6579,22,1024,18097,6606,7382,11625,22.43000031,62264.97,46981,39300,37600
University of Connecticut-Tri-Campus,3,4,Public,New England,Mid-size Suburb,0.4207,22,1015,13099,3882,12909,18983,20.12000084,94914.09,86510,54100,49700
University of Connecticut-Avery Point,3,4,Public,New England,Mid-size Suburb,0.594,24,1020,12946,11730,14803,18983,20.12000084,94914.09,86510,54100,49700
University of Connecticut-Stamford,3,4,Public,New England,Mid-size City,0.4107,21,1017,13028,4958,14803,18983,20.12000084,94914.09,86510,54100,49700
California State University-Channel Islands,3,4,Public,Far West,Mid-size Suburb,0.6443,20,954,22570,12026,8434,12500,24.85000038,51655.42,32103,38100,35800
DigiPen Institute of Technology,3,4,Private For-Profit,Far West,Small City,0.6635,28,1225,37848,5998,7659,19000,21.20999908,79113.98,68233,74700,72800
Neumont University,3,3,Private For-Profit,Rocky Mountains,Mid-size City,0.7997,25,1104,37379,3298,6991,22313,24.75,58566.73,39241,48600,37300
